Problem,Ha,pHa,La,LotShapeA,LotNumA,Hb,pHb,Lb,LotShapeB,LotNumB,Corr,diffEV,diffSDs,diffMins,diffMaxs,diffUV,RatioMin,SignMax,pBbet_Unbiased1,pBbet_UnbiasedFB,pBbet_Uniform,pBbet_Sign1,pBbet_SignFB,Dom,diffBEV0,diffBEVfb,diffSignEV,BEASTpred,bRate,TEST_TRAIN,BEASTNET
433,13,1.0,13,-,1,43,0.1,13,Symm,6,0,3.0,9.006941767,0.0,32.5,25.71428571,1.0,1,0.0976,0.1006,0.8517,0.0,0.0,1,3.0,3.0,0.0,1.0,0.95,TRAIN,0.7250646991616578
14445,6,0.01,5,-,1,5,1.0,5,-,1,0,-0.01,-0.099498744,0.0,-1.0,-0.5,1.0,1,-0.0113,-0.0088,-0.5074,0.0,0.0,-1,-0.01,-0.01,0.0,0.0,0.173333333,TRAIN,0.4936960593342352
11390,13,1.0,13,-,1,21,0.01,17,-,1,0,4.04,0.397994975,4.0,8.0,6.0,0.764705882,1,1.0,1.0,1.0,0.0,0.0,1,4.04,4.04,0.0,1.0,0.811111111,TRAIN,0.7361812815257001
2160,10,1.0,10,-,1,9,0.4,8,-,1,0,-1.6,0.489897949,-2.0,-1.0,-1.5,0.8,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-1.6,-1.6,0.0,0.0,0.0375,TRAIN,0.4078281748785824
7803,45,0.25,9,-,1,48,0.25,21,-,1,0,9.75,-3.897114317,12.0,3.0,7.5,0.428571429,1,1.0,0.6216,1.0,0.0,0.0,1,9.75,9.75,0.0,0.9113,0.76,TRAIN,0.8040178639635853
13355,14,1.0,14,-,1,14,0.95,-8,-,1,0,-1.1,4.794788838,-22.0,0.0,-11.0,0.0,1,-0.0523,-0.0553,-0.4971,-0.0496,-0.0467,-1,-1.1,-1.1,-2.2,0.0,0.1875,TRAIN,0.34108639820955816
10956,-10,1.0,-10,-,1,16,0.05,-10,-,1,0,1.3,5.666568627,0.0,26.0,13.0,1.0,1,0.0514,0.0449,0.5131,0.0502,0.0487,1,1.3,1.3,2.6,1.0,0.8375,TRAIN,0.6322163767386011
13226,22,1.0,22,-,1,18,0.99,15,L-skew,4,0,-4.03,4.569365383,-15.0,-1.0,-6.5,0.318181818,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-4.03,-4.03,0.0,0.0,0.05,TRAIN,0.2802540321604158
12821,26,1.0,26,-,1,81,0.05,26,-,1,0,2.75,11.98697209,0.0,55.0,27.5,1.0,1,0.049,0.0487,0.5078,0.0,0.0,1,2.75,2.75,0.0,1.0,0.7625,TRAIN,0.6621754034620274
9616,28,1.0,28,-,1,24,0.8,-6,L-skew,4,0,-10.0,12.68069399,-34.0,-1.0,-12.0,0.0,1,-1.0,-1.0,-1.0,-0.2005,-0.194,-1,-10.0,-10.0,-13.6,0.0,0.275,TRAIN,0.126180339491763
7991,6,0.95,-34,-,1,6,0.99,-14,-,1,-1,1.8,-6.727823013,20.0,0.0,10.0,0.411764706,1,0.0518,0.0381,0.4975,0.0402,0.0439,1,1.8,1.8,3.2,0.991,0.6875,TRAIN,0.6275312972420858
11952,27,1.0,27,-,1,54,0.1,28,-,1,0,3.6,7.8,1.0,27.0,14.0,0.964285714,1,1.0,1.0,1.0,0.0,0.0,1,3.6,3.6,0.0,1.0,0.825,TRAIN,0.7070799951427131
13168,30,1.0,30,-,1,44,0.05,30,R-skew,6,0,0.7,4.044749683,0.0,71.0,24.0,1.0,1,0.0458,0.0488,0.8578,0.0,0.0,1,0.7,0.7,0.0,1.0,0.8,TRAIN,0.6502453313143846
13731,-9,0.95,-15,-,1,12,0.25,-9,R-skew,6,0,5.55,9.552233631,6.0,78.0,33.0,0.6,1,0.3086,0.2841,1.0,0.2531,0.2536,1,5.55,5.55,42.0,1.0,0.85,TRAIN,0.8144933189539062
13781,9,1.0,9,-,1,20,0.75,11,Symm,8,0,8.75,4.062019202,2.0,14.5,10.0,0.818181818,1,1.0,1.0,1.0,0.0,0.0,1,8.75,8.75,-3.55e-15,1.0,0.866666667,TRAIN,0.872396658812665
13020,20,1.0,20,-,1,62,0.2,21,Symm,6,0,9.2,16.40762018,1.0,44.5,36.14285714,0.952380952,1,1.0,1.0,1.0,0.0,0.0,1,9.2,9.2,0.0,1.0,0.83046875,TRAIN,0.8386664938651442
7535,-5,1.0,-5,-,1,-5,0.01,-11,-,1,0,-5.94,0.596992462,-6.0,0.0,-3.0,0.454545455,-1,-0.9889,-0.9916,-0.5017,0.0,0.0,-1,-5.94,-5.94,0.0,0.0,0.15,TRAIN,0.22689051289242657
9900,23,1.0,23,-,1,51,0.1,31,Symm,6,0,10.0,6.01040764,8.0,30.5,25.14285714,0.741935484,1,1.0,1.0,1.0,0.0,0.0,1,10.0,10.0,0.0,1.0,0.964705882,TRAIN,0.9166464788405658
5747,-1,1.0,-1,-,1,48,0.01,1,-,1,0,2.47,4.676440954,2.0,49.0,25.5,0.0,1,1.0,1.0,1.0,1.0,1.0,1,2.47,2.47,98.0,1.0,0.870588235,TRAIN,0.7494926923965096
11857,15,0.6,-10,-,1,18,0.6,2,L-skew,2,1,6.6,-4.370901247,12.0,4.0,10.16666667,0.0,1,1.0,1.0,1.0,0.3982,0.393,1,6.6,6.6,23.2,1.0,0.773333333,TRAIN,0.8489648783975493
12098,2,0.1,-11,-,1,3,0.2,-7,-,1,0,4.7,0.1,4.0,1.0,2.5,0.636363636,1,1.0,0.8452,1.0,0.0981,0.1028,1,4.7,4.7,2.8,0.9628,0.8375,TRAIN,0.7294757283839431
13032,-9,1.0,-9,-,1,15,0.01,-2,-,1,0,7.17,1.691478643,7.0,24.0,15.5,0.222222222,1,1.0,1.0,1.0,0.0108,0.011,1,7.17,7.17,0.48,1.0,0.875,TRAIN,0.8500596846340054
2087,16,1.0,16,-,1,27,0.05,20,-,1,0,4.35,1.52561463,4.0,11.0,7.5,0.8,1,1.0,1.0,1.0,0.0,0.0,1,4.35,4.35,0.0,1.0,0.972727273,TRAIN,0.7545851533371186
3318,43,0.01,3,-,1,30,0.01,-1,-,1,0,-4.09,-0.895488693,-4.0,-13.0,-8.5,0.0,1,-1.0,-0.9796,-1.0,-0.9889,-0.9894,-1,-4.09,-4.09,-87.12,0.0099,0.117647059,TRAIN,0.19500689705794066
8536,2,1.0,2,-,1,3,0.95,2,-,1,0,0.95,0.217944947,0.0,1.0,0.5,1.0,1,0.9503,0.9482,0.5066,0.0,0.0,1,0.95,0.95,0.0,1.0,0.9,TRAIN,0.5507171527004486
2893,7,1.0,7,-,1,18,0.25,13,-,1,0,7.25,2.165063509,6.0,11.0,8.5,0.538461538,1,1.0,1.0,1.0,0.0,0.0,1,7.25,7.25,0.0,1.0,0.85,TRAIN,0.8437631395849958
12622,14,1.0,14,-,1,30,0.01,14,-,1,0,0.16,1.591979899,0.0,16.0,8.0,1.0,1,0.009,0.011,0.4989,0.0,0.0,1,0.16,0.16,0.0,1.0,0.925,TRAIN,0.5759084374197144
11418,23,1.0,23,-,1,23,0.1,20,-,1,0,-2.7,0.9,-3.0,0.0,-1.5,0.869565217,1,-0.897,-0.901,-0.5006,0.0,0.0,-1,-2.7,-2.7,0.0,0.0,0.117647059,TRAIN,0.3596395814827452
11033,13,1.0,13,-,1,23,0.99,22,-,1,0,9.99,0.099498744,9.0,10.0,9.5,0.590909091,1,1.0,1.0,1.0,0.0,0.0,1,9.99,9.99,0.0,1.0,0.68,TRAIN,0.9025308015557943
14194,61,0.05,-8,-,1,7,0.01,-10,-,1,0,-5.28,-13.34672271,-2.0,-54.0,-28.0,0.8,1,-1.0,-0.9796,-1.0,-0.0443,-0.0388,-1,-5.28,-5.28,-5.68,0.0062,0.1875,TRAIN,0.24767570862938187
2549,-4,0.01,-7,-,1,15,0.4,-4,-,1,-1,10.57,9.009564791,3.0,19.0,11.0,0.571428571,1,1.0,0.99,1.0,0.4031,0.4032,1,10.57,10.57,17.6,1.0,0.893333333,TRAIN,0.8902002047800017
5928,2,1.0,2,-,1,20,0.4,5,R-skew,2,0,9.0,7.375635566,3.0,19.0,13.0,0.4,1,1.0,1.0,1.0,0.0,0.0,1,9.0,9.0,0.0,1.0,0.914285714,TRAIN,0.8643453717153285
13743,21,1.0,21,-,1,27,0.2,22,-,1,0,2.0,2.0,1.0,6.0,3.5,0.954545455,1,1.0,1.0,1.0,0.0,0.0,1,2.0,2.0,0.0,1.0,0.835294118,TRAIN,0.6283300441597562
9141,24,0.05,8,-,1,75,0.05,15,-,1,0,9.2,9.589577676,7.0,51.0,29.0,0.533333333,1,1.0,0.908,1.0,0.0,0.0,1,9.2,9.2,0.0,1.0,0.884210526,TRAIN,0.8866947328602025
6894,18,1.0,18,-,1,18,0.9,-25,-,1,0,-4.3,12.9,-43.0,0.0,-21.5,0.0,1,-0.1005,-0.1055,-0.4985,-0.0946,-0.1004,-1,-4.3,-4.3,-8.6,0.0,0.026666667,TRAIN,0.2583865599452199
12349,28,0.99,-20,-,1,62,0.2,32,-,1,0,10.48,7.224060302,52.0,34.0,43.0,0.0,1,1.0,1.0,1.0,0.0094,0.0087,1,10.48,10.48,1.64,1.0,0.9,TRAIN,0.9015420780364639
3241,-1,1.0,-1,-,1,24,0.05,4,Symm,4,0,6.0,4.363198368,5.0,26.5,21.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,6.0,6.0,53.0,1.0,0.933333333,TRAIN,0.8714497864807097
2955,98,0.1,-5,-,1,60,0.05,-9,Symm,4,0,-10.85,-15.86055187,-4.0,-36.5,-0.3,0.555555556,1,-1.0,-0.9102,-0.3994,-0.0494,-0.0457,-1,-10.85,-10.85,-10.7,0.146,0.288888889,TRAIN,0.24136997000623622
3960,16,1.0,16,-,1,57,0.1,18,Symm,6,0,5.9,11.70534066,2.0,43.5,35.42857143,0.888888889,1,1.0,1.0,1.0,0.0,0.0,1,5.9,5.9,0.0,1.0,0.8625,TRAIN,0.8068015129032956
3935,93,0.05,14,-,1,13,0.9,-8,-,1,-1,-7.05,-10.91765083,-22.0,-80.0,-51.0,0.0,1,-1.0,-1.0,-1.0,-0.0961,-0.1029,-1,-7.05,-7.05,-20.2,0.0,0.094117647,TRAIN,0.18472770564074137
13813,20,1.0,20,-,1,44,0.25,21,Symm,6,0,6.75,9.974968672,1.0,26.5,20.71428571,0.952380952,1,1.0,1.0,1.0,0.0,0.0,1,6.75,6.75,0.0,1.0,0.973333333,TRAIN,0.8155197926284428
14156,7,0.25,6,-,1,26,0.2,8,-,1,0,5.35,6.766987298,2.0,19.0,10.5,0.75,1,1.0,1.0,1.0,0.0,0.0,1,5.35,5.35,0.0,1.0,0.85,TRAIN,0.7633126082595639
9855,15,0.05,-8,-,1,34,0.05,-6,L-skew,2,0,2.85,3.707931327,2.0,20.0,17.16666667,0.75,1,1.0,0.9038,1.0,0.0,-0.0015,1,2.85,2.85,0.0,0.9632,0.6875,TRAIN,0.7227394090640551
4972,9,1.0,9,-,1,16,0.6,13,-,1,0,5.8,1.469693846,4.0,7.0,5.5,0.692307692,1,1.0,1.0,1.0,0.0,0.0,1,5.8,5.8,0.0,1.0,0.8625,TRAIN,0.7894851968133251
9560,28,0.25,21,-,1,17,0.25,17,Symm,4,0,-5.75,-2.598076211,-5.5,-9.5,-7.5,0.738095238,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-5.75,-5.75,0.0,0.0,0.04,TRAIN,0.203841190059992
12845,15,1.0,15,-,1,62,0.01,16,-,1,0,1.46,4.576942211,1.0,47.0,24.0,0.9375,1,1.0,1.0,1.0,0.0,0.0,1,1.46,1.46,0.0,1.0,0.725,TRAIN,0.6594916127380165
13659,-5,1.0,-5,-,1,21,0.05,-3,-,1,0,3.2,5.230678732,2.0,26.0,14.0,0.6,1,1.0,1.0,1.0,0.053,0.0524,1,3.2,3.2,2.6,1.0,0.875,TRAIN,0.7182748813213224
6560,37,0.01,11,-,1,8,0.95,8,Symm,6,0,-3.26,-1.497242601,-5.5,-26.5,-16.0,0.5,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-3.26,-3.26,-3.55e-15,0.0,0.0875,TRAIN,0.26024734767490737
2394,21,0.4,19,-,1,31,0.75,20,Symm,4,0,8.45,3.842029483,1.0,11.5,8.8,0.95,1,1.0,0.7984,1.0,0.0,0.0,1,8.45,8.45,3.55e-15,1.0,0.8,TRAIN,0.8590944559198798
12914,4,1.0,4,-,1,14,0.1,8,Symm,4,0,4.6,1.820714146,4.0,11.5,8.8,0.5,1,1.0,1.0,1.0,0.0,0.0,1,4.6,4.6,-1.78e-15,1.0,0.875,TRAIN,0.7720323106675909
9404,6,1.0,6,-,1,28,0.05,6,Symm,2,0,1.1,4.796092159,0.0,22.5,14.66666667,1.0,1,0.0504,0.0487,0.6693,0.0,0.0,1,1.1,1.1,0.0,1.0,0.810526316,TRAIN,0.642622745751418
6178,14,1.0,14,-,1,50,0.01,15,-,1,0,1.35,3.48245603,1.0,36.0,18.5,0.933333333,1,1.0,1.0,1.0,0.0,0.0,1,1.35,1.35,0.0,1.0,0.8125,TRAIN,0.6537709539080423
709,27,1.0,27,-,1,26,0.1,15,L-skew,2,0,-10.9,3.315116891,-12.0,0.0,-4.666666667,0.555555556,1,-0.9496,-0.9534,-0.6688,0.0,0.0,-1,-10.9,-10.9,0.0,0.0,0.2625,TRAIN,0.11848644509319226
8919,10,1.0,10,-,1,60,0.01,11,-,1,0,1.49,4.875438442,1.0,50.0,25.5,0.909090909,1,1.0,1.0,1.0,0.0,0.0,1,1.49,1.49,0.0,1.0,0.9,TRAIN,0.6605558542049572
10814,-2,1.0,-2,-,1,-9,0.9,-48,L-skew,4,0,-10.9,12.48158644,-46.0,-4.0,-16.8,0.041666667,-1,-1.0,-1.0,-1.0,0.0,0.0,-1,-10.9,-10.9,0.0,0.0,0.133333333,TRAIN,0.11673690423223734
8406,19,1.0,19,-,1,46,0.05,21,Symm,6,0,3.25,5.454356057,2.0,29.5,23.42857143,0.904761905,1,1.0,1.0,1.0,0.0,0.0,1,3.25,3.25,0.0,1.0,0.906666667,TRAIN,0.7566439826112468
13976,8,1.0,8,-,1,16,0.1,8,-,1,0,0.8,2.4,0.0,8.0,4.0,1.0,1,0.1003,0.0957,0.503,0.0,0.0,1,0.8,0.8,0.0,1.0,0.825,TRAIN,0.5769378580007425
8837,21,1.0,21,-,1,11,0.8,9,L-skew,2,0,-10.4,1.2,-12.0,-9.0,-10.66666667,0.428571429,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-10.4,-10.4,0.0,0.0,0.0875,TRAIN,0.08889488068632737
1706,37,0.2,27,-,1,49,0.2,29,-,1,0,4.0,4.0,2.0,12.0,7.0,0.931034483,1,1.0,0.6638,1.0,0.0,0.0,1,4.0,4.0,0.0,0.9364,0.7125,TRAIN,0.7259424651473025
2390,24,1.0,24,-,1,28,0.1,25,Symm,6,0,1.3,0.96695398,1.0,6.5,3.571428571,0.96,1,1.0,1.0,1.0,0.0,0.0,1,1.3,1.3,0.0,1.0,0.8,TRAIN,0.6000126545081096
11713,24,0.95,23,-,1,21,0.4,18,-,1,0,-4.75,1.251748898,-5.0,-3.0,-4.0,0.782608696,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-4.75,-4.75,0.0,0.0,0.05,TRAIN,0.2559806905407914
10029,18,1.0,18,-,1,16,0.95,-26,-,1,0,-4.1,9.153687781,-44.0,-2.0,-23.0,0.0,1,-1.0,-1.0,-1.0,-0.0523,-0.0488,-1,-4.1,-4.1,-4.4,0.0,0.094117647,TRAIN,0.23063718006685918
6890,18,0.6,-7,-,1,10,0.5,-14,-,1,0,-10.0,-0.247448714,-7.0,-8.0,-7.5,0.5,1,-1.0,-0.6056,-1.0,-0.1046,-0.1053,-1,-10.0,-10.0,-6.4,0.089,0.157777778,TRAIN,0.11540067980048492
10249,24,1.0,24,-,1,19,0.99,-49,Symm,6,0,-5.68,6.856755793,-73.0,-2.5,-14.71428571,0.0,1,-1.0,-1.0,-1.0,-0.0125,-0.011,-1,-5.68,-5.68,-1.46,0.0,0.04,TRAIN,0.1753363236047818
5478,26,0.05,26,-,1,18,0.99,3,-,1,0,-8.15,1.492481156,-23.0,-8.0,-15.5,0.115384615,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-8.15,-8.15,0.0,0.0,0.133333333,TRAIN,0.10796220469554751
1242,49,0.1,-1,-,1,-1,0.4,-8,-,1,0,-9.2,-11.57071436,-7.0,-50.0,-28.5,0.125,1,-0.7007,-0.6467,-1.0,-0.1008,-0.104,-1,-9.2,-9.2,-11.4,0.0,0.093333333,TRAIN,0.15909070986093574
1134,26,1.0,26,-,1,16,0.75,6,-,1,0,-12.5,4.330127019,-20.0,-10.0,-15.0,0.230769231,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-12.5,-12.5,0.0,0.0,0.023529412,TRAIN,0.05940901845064915
13679,50,0.01,3,-,1,3,0.8,-29,-,1,0,-6.87,8.123559046,-32.0,-47.0,-39.5,0.0,1,-0.2091,-0.2034,-1.0,-0.1999,-0.1999,-1,-6.87,-6.87,-31.6,0.0,0.111111111,TRAIN,0.1726200236771994
10692,1,1.0,1,-,1,-11,0.5,-14,-,1,0,-13.5,1.5,-15.0,-12.0,-13.5,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-13.5,-13.5,-30.0,0.0,0.066666667,TRAIN,0.023857654550415493
9230,18,1.0,18,-,1,9,0.25,6,Symm,2,0,-11.25,1.322875656,-12.0,-8.5,-10.0,0.333333333,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-11.25,-11.25,0.0,0.0,0.1375,TRAIN,0.08069396743521154
3491,31,0.75,23,-,1,64,0.05,33,-,1,0,5.55,3.292191747,10.0,33.0,21.5,0.696969697,1,1.0,1.0,1.0,0.0,0.0,1,5.55,5.55,0.0,1.0,0.92,TRAIN,0.8095648051831746
11135,9,1.0,9,-,1,60,0.01,11,-,1,0,2.49,4.875438442,2.0,51.0,26.5,0.818181818,1,1.0,1.0,1.0,0.0,0.0,1,2.49,2.49,0.0,1.0,0.941176471,TRAIN,0.7045493704212531
10308,-3,0.6,-20,-,1,18,0.1,0,-,1,0,11.6,-2.928265125,20.0,21.0,20.5,0.0,1,1.0,1.0,1.0,1.0,1.0,1,11.6,11.6,41.8,1.0,0.8875,TRAIN,0.949469312818602
11278,12,1.0,12,-,1,82,0.01,20,Symm,8,0,8.62,6.170340347,8.0,73.5,63.11111111,0.6,1,1.0,1.0,1.0,0.0,0.0,1,8.62,8.62,-1.42e-14,1.0,0.757894737,TRAIN,0.9101398286140505
14535,23,0.01,5,-,1,1,0.75,-28,-,1,0,-11.43,10.76639097,-33.0,-22.0,-27.5,0.0,1,-1.0,-1.0,-1.0,-0.2479,-0.246,-1,-11.43,-11.43,-25.5,0.0,0.084210526,TRAIN,0.08322129824436748
12825,26,0.2,19,-,1,21,0.05,15,-,1,0,-5.1,-1.492330317,-4.0,-5.0,-4.5,0.789473684,1,-1.0,-0.9224,-1.0,0.0,0.0,-1,-5.1,-5.1,0.0,0.0,0.2125,TRAIN,0.24260471416463097
11845,0,1.0,0,-,1,-2,0.75,-7,-,1,0,-3.25,2.165063509,-7.0,-2.0,-4.5,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-3.25,-3.25,-7.0,0.0,0.12,TRAIN,0.2773033037494407
1903,11,0.25,8,-,1,4,0.99,-4,-,1,0,-4.83,-0.503048156,-12.0,-7.0,-9.5,0.0,1,-1.0,-1.0,-1.0,-0.0101,-0.0102,-1,-4.83,-4.83,-0.3,0.0,0.0625,TRAIN,0.2079915576393941
5567,4,0.95,-7,-,1,15,0.25,7,-,1,0,5.55,1.066707196,14.0,11.0,12.5,0.0,1,1.0,1.0,1.0,0.0495,0.0515,1,5.55,5.55,2.2,1.0,0.917647059,TRAIN,0.8177563535007746
8226,-5,1.0,-5,-,1,-7,0.4,-17,-,1,0,-8.0,4.898979486,-12.0,-2.0,-7.0,0.294117647,-1,-1.0,-1.0,-1.0,0.0,0.0,-1,-8.0,-8.0,0.0,0.0,0.16,TRAIN,0.16430995189729936
6598,16,1.0,16,-,1,20,0.75,16,-,1,0,3.0,1.732050808,0.0,4.0,2.0,1.0,1,0.7479,0.7497,0.5045,0.0,0.0,1,3.0,3.0,0.0,1.0,0.764705882,TRAIN,0.6568361844444253
3768,-1,1.0,-1,-,1,-6,0.1,-7,-,1,0,-5.9,0.3,-6.0,-5.0,-5.5,0.142857143,-1,-1.0,-1.0,-1.0,0.0,0.0,-1,-5.9,-5.9,0.0,0.0,0.1375,TRAIN,0.20547928226589773
6185,7,1.0,7,-,1,45,0.01,9,-,1,0,2.36,3.581954774,2.0,38.0,20.0,0.777777778,1,1.0,1.0,1.0,0.0,0.0,1,2.36,2.36,0.0,1.0,0.96,TRAIN,0.699440490662006
4779,14,1.0,14,-,1,46,0.1,21,-,1,0,9.5,7.5,7.0,32.0,19.5,0.666666667,1,1.0,1.0,1.0,0.0,0.0,1,9.5,9.5,0.0,1.0,0.973333333,TRAIN,0.8912600285108253
834,26,1.0,26,-,1,24,0.75,23,Symm,4,0,-2.25,0.866025404,-3.5,-0.5,-2.2,0.865384615,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-2.25,-2.25,8.88e-16,0.0,0.05,TRAIN,0.3713886593454157
9844,30,1.0,30,-,1,28,0.8,24,-,1,0,-2.8,1.6,-6.0,-2.0,-4.0,0.8,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-2.8,-2.8,0.0,0.0,0.211111111,TRAIN,0.33137060185936956
825,-2,1.0,-2,-,1,40,0.05,8,Symm,2,0,11.6,6.975134407,10.0,42.5,31.33333333,0.0,1,1.0,1.0,1.0,1.0,1.0,1,11.6,11.6,85.0,1.0,1.0,TRAIN,0.9605738231921203
12889,9,1.0,9,-,1,13,0.2,9,Symm,2,0,0.8,1.615549442,0.0,4.5,2.666666667,1.0,1,0.1957,0.2002,0.6661,0.0,0.0,1,0.8,0.8,0.0,1.0,0.625,TRAIN,0.5669464354341045
9154,9,1.0,9,-,1,22,0.8,17,Symm,8,0,12.0,2.323790008,8.0,16.5,12.44444444,0.529411765,1,1.0,1.0,1.0,0.0,0.0,1,12.0,12.0,-3.55e-15,1.0,0.8,TRAIN,0.9316128782820827
6496,29,1.0,29,-,1,27,0.2,21,-,1,0,-6.8,2.4,-8.0,-2.0,-5.0,0.724137931,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-6.8,-6.8,0.0,0.0,0.094117647,TRAIN,0.19061798411864844
4732,5,1.0,5,-,1,21,0.2,10,-,1,0,7.2,4.4,5.0,16.0,10.5,0.5,1,1.0,1.0,1.0,0.0,0.0,1,7.2,7.2,0.0,1.0,0.8375,TRAIN,0.8393836896759798
6710,-3,0.75,-10,-,1,-11,0.99,-12,Symm,2,0,-6.26,-2.523742877,-2.0,-7.5,-4.833333333,0.833333333,-1,-1.0,-1.0,-1.0,0.0,0.0,-1,-6.26,-6.26,0.0,0.0,0.058823529,TRAIN,0.20797392926854358
10326,30,1.0,30,-,1,25,0.05,24,Symm,6,0,-5.95,0.331662479,-7.5,-2.5,-5.142857143,0.75,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-5.95,-5.95,0.0,0.0,0.093333333,TRAIN,0.2073175312795966
6689,-2,1.0,-2,-,1,-2,0.75,-23,-,1,0,-5.25,9.09326674,-21.0,0.0,-10.5,0.086956522,-1,-0.2424,-0.2495,-0.5039,0.0,0.0,-1,-5.25,-5.25,0.0,0.0,0.186666667,TRAIN,0.26399365938783803
7547,30,1.0,30,-,1,50,0.01,40,-,1,0,10.1,0.994987437,10.0,20.0,15.0,0.75,1,1.0,1.0,1.0,0.0,0.0,1,10.1,10.1,0.0,1.0,0.986666667,TRAIN,0.9157438921695711
7180,23,1.0,23,-,1,27,0.9,23,Symm,8,0,3.6,1.736375535,0.0,7.5,3.555555556,1.0,1,0.9011,0.9018,0.8865,0.0,0.0,1,3.6,3.6,-1.78e-15,1.0,0.894117647,TRAIN,0.6958549720745618
9525,8,1.0,8,-,1,14,0.5,11,Symm,8,0,4.5,1.767766953,2.5,9.5,5.666666667,0.761904762,1,1.0,1.0,1.0,0.0,0.0,1,4.5,4.5,0.0,1.0,0.826666667,TRAIN,0.7472997162963161
11817,45,0.01,22,-,1,22,1.0,22,-,1,0,-0.23,-2.288471105,0.0,-23.0,-11.5,1.0,1,-0.0092,-0.0105,-0.5026,0.0,0.0,-1,-0.23,-0.23,0.0,0.0,0.1625,TRAIN,0.40820773619972633
1515,8,1.0,8,-,1,8,0.9,-19,-,1,0,-2.7,8.1,-27.0,0.0,-13.5,0.0,1,-0.0986,-0.0997,-0.5031,-0.0959,-0.1041,-1,-2.7,-2.7,-5.4,0.0,0.306666667,TRAIN,0.2895112362520872
3474,-7,0.5,-13,-,1,-11,0.4,-23,-,1,0,-8.2,2.878775383,-10.0,-4.0,-7.0,0.565217391,-1,-1.0,-0.6224,-1.0,0.0,0.0,-1,-8.2,-8.2,0.0,0.0,0.1875,TRAIN,0.1498778561738734
10470,16,1.0,16,-,1,16,0.9,-1,-,1,0,-1.7,5.1,-17.0,0.0,-8.5,0.0,1,-0.0995,-0.1026,-0.5022,-0.101,-0.0953,-1,-1.7,-1.7,-3.4,0.0,0.125,TRAIN,0.32819090647254356
11227,14,0.9,-37,-,1,84,0.05,14,-,1,0,8.6,-0.043853698,51.0,70.0,60.5,0.0,1,0.1514,0.1491,1.0,0.1026,0.1039,1,8.6,8.6,24.2,1.0,0.9,TRAIN,0.8255614884934108
11431,-6,1.0,-6,-,1,2,0.8,-6,R-skew,4,0,6.4,5.2,0.0,19.0,8.4,1.0,1,0.8026,0.8046,0.799,0.4054,0.3965,1,6.4,6.4,15.2,1.0,0.9125,TRAIN,0.8261557051974696
4286,15,1.0,15,-,1,11,0.9,7,-,1,0,-4.4,1.2,-8.0,-4.0,-6.0,0.466666667,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-4.4,-4.4,0.0,0.0,0.2,TRAIN,0.25193589481288226
13854,-10,1.0,-10,-,1,-12,0.95,-27,Symm,2,0,-2.75,3.305298776,-17.0,-1.5,-7.0,0.37037037,-1,-1.0,-1.0,-1.0,0.0,0.0,-1,-2.75,-2.75,0.0,0.0,0.033333333,TRAIN,0.32328744727020753
14343,23,0.99,3,-,1,63,0.1,23,-,1,0,4.2,10.01002513,20.0,40.0,30.0,0.130434783,1,0.1122,0.1089,1.0,0.0,0.0,1,4.2,4.2,0.0,1.0,0.675,TRAIN,0.7493930187531248
107,17,1.0,17,-,1,12,0.4,9,L-skew,3,0,-6.8,2.13541565,-9.0,-3.0,-6.25,0.470588235,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-6.8,-6.8,0.0,0.0,0.15,TRAIN,0.18028924813883332
7786,-8,0.9,-14,-,1,81,0.05,-7,-,1,0,6.0,17.37915535,7.0,89.0,48.0,0.5,1,1.0,1.0,1.0,0.0551,0.0509,1,6.0,6.0,9.5,1.0,0.85,TRAIN,0.7690979125087904
11375,4,1.0,4,-,1,29,0.01,5,L-skew,2,0,1.24,2.390062761,1.0,26.0,17.0,0.8,1,1.0,1.0,1.0,0.0,0.0,1,1.24,1.24,0.0,1.0,0.835294118,TRAIN,0.6661059218270886
5826,-7,1.0,-7,-,1,23,0.05,-6,-,1,0,2.45,6.320403468,1.0,30.0,15.5,0.857142857,1,1.0,1.0,1.0,0.0534,0.0489,1,2.45,2.45,3.0,1.0,0.7875,TRAIN,0.6830791858719929
13998,-3,1.0,-3,-,1,5,0.6,3,-,1,0,7.2,0.979795897,6.0,8.0,7.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,7.2,7.2,16.0,1.0,0.946666667,TRAIN,0.8779265634776339
